StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-02-29 17:35:48,2024-02-29 17:44:48,IP Address,47.146.135.45,100,539,True,2024-02-29 17:44:49,R_3MdPtX6VsCPl2Ol,,,,,34.4179,-117.3064,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,10,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,"White or Caucasian,Black or African American",5c4ea7c3889752000156ddc5,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,35,35,35,5c4ea7c3889752000156ddc5,Against Malaria Foundation
2024-02-29 17:36:45,2024-02-29 17:45:10,IP Address,73.168.141.172,100,505,True,2024-02-29 17:45:11,R_7t05SYqhPJKIki0,,,,,42.1098,-86.4259,anonymous,EN,0.8999999761581421,YES,,,35,35,30,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,5e916cb9e502b1498e8fc059,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,85,85,85,85,5e916cb9e502b1498e8fc059,Against Malaria Foundation
2024-02-29 17:35:09,2024-02-29 17:45:12,IP Address,108.29.120.60,100,602,True,2024-02-29 17:45:12,R_5YuiJdfneP94s1T,,,,,40.8627,-73.6351,anonymous,EN,0.8999999761581421,YES,,,33,33,34,90,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,Asian,65d532c9d825fabbd6cd01ae,-,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,66,60,60,60,65d532c9d825fabbd6cd01ae,Against Malaria Foundation
2024-02-29 17:39:18,2024-02-29 17:45:30,IP Address,71.190.73.152,100,372,True,2024-02-29 17:45:31,R_6yro3FlJnQQ0XJ2,,,,,41.0213,-73.6781,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,612f152f7d455625729c73b7,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,21,,0,,612f152f7d455625729c73b7,Against Malaria Foundation
2024-02-29 17:16:54,2024-02-29 17:45:33,IP Address,68.0.26.10,100,1718,True,2024-02-29 17:45:33,R_5cw1j26GIHD3giU,,,,,36.8366,-76.1624,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,5,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,Black or African American,633e64bfaab0e4bed6e5307d,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,61,,61,,633e64bfaab0e4bed6e5307d,Against Malaria Foundation
2024-02-29 17:37:19,2024-02-29 17:46:36,IP Address,75.244.78.32,100,557,True,2024-02-29 17:46:36,R_3QGYvUAdRGa2HOK,,,,,39.786,-86.1589,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,30,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,65ac3215c2a42b82fabed839,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,100,100,100,100,65ac3215c2a42b82fabed839,Against Malaria Foundation
2024-02-29 17:43:31,2024-02-29 17:47:12,IP Address,172.220.235.136,100,221,True,2024-02-29 17:47:13,R_6MbXKT0LYMYalJC,,,,,35.5831,-78.7881,anonymous,EN,1,YES,,,50,0,50,100,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,5d88f010859c9e0001810e88,Very much so,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,,100,92,5d88f010859c9e0001810e88,Against Malaria Foundation
2024-02-29 17:36:55,2024-02-29 17:47:22,IP Address,170.205.155.36,100,627,True,2024-02-29 17:47:23,R_3dmGW3V7sKNDRet,,,,,32.4301,-80.6694,anonymous,EN,0.8999999761581421,YES,,,40,30,30,60,Very important,$100 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,Asian,637ef4d4e9abb3274bc1c925,Very much so,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,70,90,82,91,637ef4d4e9abb3274bc1c925,Against Malaria Foundation
2024-02-29 17:33:11,2024-02-29 17:50:47,IP Address,76.125.154.94,100,1056,True,2024-02-29 17:50:47,R_6eP5ihslbd7UwoA,,,,,40.1678,-80.2591,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,20,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,626aa30c05328c5519b86746,Very much so,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,,,,75,69,,,626aa30c05328c5519b86746,Against Malaria Foundation
2024-02-29 17:32:07,2024-02-29 17:53:10,IP Address,35.147.40.179,100,1263,True,2024-02-29 17:53:11,R_3LoL5S4RAZ4idrr,,,,,30.5154,-97.6689,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,Black or African American,55fb0c5377f33b0005cb1f12,-,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,100,,,99,55fb0c5377f33b0005cb1f12,Against Malaria Foundation
2024-02-29 17:45:31,2024-02-29 17:54:02,IP Address,68.107.190.50,100,510,True,2024-02-29 17:54:03,R_6oASOKfPzbCfBfg,,,,,41.4866,-81.8037,anonymous,EN,1,YES,,,33,34,33,10,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,616567af93f2b71b50c3ff85,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,92,91,96,92,616567af93f2b71b50c3ff85,Against Malaria Foundation
2024-02-29 18:09:53,2024-02-29 18:10:04,IP Address,24.35.36.82,100,10,True,2024-02-29 18:10:05,R_7NxO5dbhTrTlxFd,,,,,30.2337,-85.6421,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d82b2de40f94ceb14816cc,Against Malaria Foundation
2024-02-29 18:00:22,2024-02-29 18:11:06,IP Address,108.217.72.81,100,643,True,2024-02-29 18:11:07,R_7j2O6XIeAfzHMzL,,,,,33.781,-118.2622,anonymous,EN,0.8999999761581421,YES,,,25,15,60,35,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5b5a822e1ad8270001c4f28d,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,60,40,65,86,5b5a822e1ad8270001c4f28d,Against Malaria Foundation
2024-02-29 18:10:13,2024-02-29 18:15:27,IP Address,24.35.36.82,100,313,True,2024-02-29 18:15:28,R_3gubac1E9mgeWKA,,,,,30.2337,-85.6421,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,White or Caucasian,63d82b2de40f94ceb14816cc,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40,28,24,27,63d82b2de40f94ceb14816cc,Against Malaria Foundation
2024-03-04 14:49:00,2024-03-04 14:50:17,IP Address,45.23.53.204,100,77,True,2024-03-04 14:50:18,R_3CaakcLS3bnqgzT,,,,,38.6976,-90.3604,anonymous,EN,1,YES,,,40,30,30,15,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Male,,White or Caucasian,63ea72a1db4b8d9938f2b0c4,-,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,65,46,80,56,63ea72a1db4b8d9938f2b0c4,Against Malaria Foundation
2024-03-04 14:50:25,2024-03-04 14:50:50,IP Address,67.140.149.96,100,24,True,2024-03-04 14:50:50,R_3hyFLnQ8eyKhNxQ,,,,,37.3441,-85.3497,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546e3778fdf99b2bc7ebcff6,Against Malaria Foundation
2024-03-04 14:49:13,2024-03-04 14:50:54,IP Address,107.143.157.249,100,100,True,2024-03-04 14:50:54,R_545Cgloo4MqgOFr,,,,,38.7048,-90.4617,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,25,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,56f29effed0cf60006911528,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,70,70,,,56f29effed0cf60006911528,Against Malaria Foundation
2024-03-04 14:49:09,2024-03-04 14:51:20,IP Address,73.123.168.141,100,130,True,2024-03-04 14:51:20,R_5iUaX8hj8IVC85P,,,,,42.4532,-71.1428,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,63d80b500adef5b476e289a4,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50,50,50,50,63d80b500adef5b476e289a4,Against Malaria Foundation
2024-03-04 14:48:45,2024-03-04 14:51:25,IP Address,12.36.180.2,100,159,True,2024-03-04 14:51:25,R_3frFxaAqupSoXTD,,,,,39.6757,-86.0694,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,40,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,White or Caucasian,5d3cc9010e510a00013df6f6,-,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,,75,,,84,5d3cc9010e510a00013df6f6,Against Malaria Foundation
2024-03-04 14:49:00,2024-03-04 14:51:26,IP Address,76.123.127.183,100,146,True,2024-03-04 14:51:27,R_19hV35Hej5E7T2V,,,,,31.1805,-81.4961,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,30,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,645906dc264ac9eb66b7f3ec,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,10,16,16,16,645906dc264ac9eb66b7f3ec,Against Malaria Foundation
2024-03-04 14:51:21,2024-03-04 14:51:31,IP Address,68.103.25.127,100,9,True,2024-03-04 14:51:31,R_7XhQSUFoPwU8Iav,,,,,37.3933,-94.7162,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62985696ac29368711b54098,Against Malaria Foundation
2024-03-04 14:49:19,2024-03-04 14:51:33,IP Address,75.67.206.167,100,134,True,2024-03-04 14:51:34,R_1hstUHUBHcJrooy,,,,,41.7465,-70.5914,anonymous,EN,1,YES,,,33,34,33,0,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5b915c9d22d85d000115c0f5,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,0,0,0,0,5b915c9d22d85d000115c0f5,Against Malaria Foundation
2024-03-04 14:49:45,2024-03-04 14:51:34,IP Address,68.96.44.17,100,108,True,2024-03-04 14:51:34,R_6cu9zjjYuAFu9MW,,,,,29.9632,-90.0753,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,Asian,637f85fbb4f2fffacdc681db,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74,,71,,637f85fbb4f2fffacdc681db,Against Malaria Foundation
2024-03-04 14:49:27,2024-03-04 14:51:35,IP Address,136.226.69.93,100,127,True,2024-03-04 14:51:35,R_5CxRuWUEZEVtD3L,,,,,38.9609,-77.3429,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,1,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,63868eb7abcf3f247da6f52b,-,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,2,,,3,63868eb7abcf3f247da6f52b,Against Malaria Foundation
2024-03-04 14:49:27,2024-03-04 14:51:48,IP Address,217.180.214.101,100,140,True,2024-03-04 14:51:49,R_1IPJxJKQvNHIfSR,,,,,41.6289,-93.7255,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,25,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,61071ee0d98a6df6efb59716,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,87,,87,,61071ee0d98a6df6efb59716,Against Malaria Foundation
2024-03-04 14:49:05,2024-03-04 14:51:48,IP Address,172.59.169.121,100,163,True,2024-03-04 14:51:49,R_69bHQRMaNTdgHJi,,,,,38.7408,-90.337,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,650d9650bb81532e8e16d578,Very much so,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,100,,,,650d9650bb81532e8e16d578,Against Malaria Foundation
2024-03-04 14:49:43,2024-03-04 14:51:51,IP Address,73.156.79.11,100,127,True,2024-03-04 14:51:51,R_14PVr7JPs8wB7oZ,,,,,26.6786,-82.0263,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,1,Slightly important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",65+ years old,Female,,White or Caucasian,5cf3f7364bcc6400019d71fa,Not at all,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,9,,,13,5cf3f7364bcc6400019d71fa,Against Malaria Foundation
2024-03-04 14:49:18,2024-03-04 14:51:57,IP Address,108.45.29.6,100,159,True,2024-03-04 14:51:57,R_7hrnm1n5FjGJjqs,,,,,39.109,-77.2489,anonymous,EN,0.4000000059604645,YES,,Split donation equally among the three charities,,,,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5ee2d96eac3291203650f16e,-,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,69,80,80,80,5ee2d96eac3291203650f16e,Against Malaria Foundation
2024-03-04 14:49:12,2024-03-04 14:51:58,IP Address,100.10.37.105,100,165,True,2024-03-04 14:51:58,R_1hT10BFCzI0Qe28,,,,,41.701,-71.5194,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,5ccb779b2c4e1f00159333ea,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,10,0,0,0,5ccb779b2c4e1f00159333ea,Against Malaria Foundation
2024-03-04 14:48:50,2024-03-04 14:52:01,IP Address,68.41.226.10,100,190,True,2024-03-04 14:52:02,R_7OqymKdEcWGPidC,,,,,42.5138,-82.9396,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5ef42ba59401801d9f859e2d,-,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,100,100,,,5ef42ba59401801d9f859e2d,Against Malaria Foundation
2024-03-04 14:49:39,2024-03-04 14:52:06,IP Address,174.164.47.82,100,147,True,2024-03-04 14:52:07,R_3J65ewkZvLthi2l,,,,,48.0132,-122.0679,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,70,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,604bada9b550fb1348a6bfce,-,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,90,,,100,604bada9b550fb1348a6bfce,Against Malaria Foundation
2024-03-04 14:48:39,2024-03-04 14:52:08,IP Address,68.42.142.209,100,208,True,2024-03-04 14:52:08,R_5nSKzc2AO161x7k,,,,,43.0078,-83.806,anonymous,EN,1,YES,,,34,33,33,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,5c022a94d183df000141f1e2,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,59,56,58,57,5c022a94d183df000141f1e2,Against Malaria Foundation
2024-03-04 14:49:09,2024-03-04 14:52:13,IP Address,69.119.211.22,100,183,True,2024-03-04 14:52:14,R_6HkB741Ta6b0yNH,,,,,40.5978,-74.0001,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,61391e597dbe122a2dffb914,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,50,,61391e597dbe122a2dffb914,Against Malaria Foundation
2024-03-04 14:49:41,2024-03-04 14:52:13,IP Address,99.103.122.86,100,151,True,2024-03-04 14:52:14,R_3EgCtdHhnId1RN1,,,,,29.5422,-95.3212,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5d3695969749cc00165c222f,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,40,,,69,5d3695969749cc00165c222f,Against Malaria Foundation
2024-03-04 14:49:13,2024-03-04 14:52:14,IP Address,174.197.6.131,100,181,True,2024-03-04 14:52:14,R_1r2I1I3LOz2S1nq,,,,,30.2423,-97.7672,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,50,Very important,$100 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Black or African American,6400f74904684aced4782997,-,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,75,71,85,64,6400f74904684aced4782997,Against Malaria Foundation
2024-03-04 14:49:17,2024-03-04 14:52:16,IP Address,98.226.2.245,100,179,True,2024-03-04 14:52:16,R_6DtL8GqaOPqMAhI,,,,,41.7017,-86.2913,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,35,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,White or Caucasian,5f42eec40c24ac531d4ca24a,-,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,20,20,,,5f42eec40c24ac531d4ca24a,Against Malaria Foundation
2024-03-04 14:48:58,2024-03-04 14:52:14,IP Address,38.49.76.219,100,195,True,2024-03-04 14:52:17,R_62lVSCqD8Wt5DZT,,,,,43.1661,-77.5555,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,65a015772bed3c8dc1134b7c,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,78,,83,,65a015772bed3c8dc1134b7c,Against Malaria Foundation
2024-03-04 14:48:54,2024-03-04 14:52:18,IP Address,107.2.79.114,100,204,True,2024-03-04 14:52:19,R_6VCSe9FySz1S2kx,,,,,44.8283,-93.042,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,6266db0dcf3e4f16fb9d7c56,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,6,,,8,6266db0dcf3e4f16fb9d7c56,Against Malaria Foundation
2024-03-04 14:49:28,2024-03-04 14:52:23,IP Address,174.84.35.123,100,174,True,2024-03-04 14:52:23,R_68znBvLYKCrU03n,,,,,43.642,-84.2673,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,2,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,633edc50cfae73d4a72ca889,-,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,50,50,50,50,633edc50cfae73d4a72ca889,Against Malaria Foundation
2024-03-04 14:49:55,2024-03-04 14:52:25,IP Address,12.74.55.119,100,149,True,2024-03-04 14:52:25,R_6GCtIfAsJqBxxBv,,,,,42.4248,-83.1951,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,100,Extremely important,$40 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,6575e1b066e758976ed1bdc9,Very much so,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90,,96,,6575e1b066e758976ed1bdc9,Against Malaria Foundation
