StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 16:47:44,2024-04-04 16:51:38,IP Address,98.194.158.68,100,234,True,2024-04-04 16:51:39,R_5gbgV4Fur1Sgf6Z,,,,,29.9343,-95.3293,anonymous,EN,0.8999999761581421,YES,0,Moderately important,25-34 years old,Female,,"White or Caucasian,Other",5c2f7a01c5b00a0001f3e52f,,,,,,,,,,,,,,,,,,,,,5c2f7a01c5b00a0001f3e52f
2024-04-04 16:47:12,2024-04-04 16:51:41,IP Address,64.121.69.202,100,269,True,2024-04-04 16:51:42,R_1pbeSuWtGfrIvH6,,,,,40.595,-75.5289,anonymous,EN,1,YES,50,Very important,25-34 years old,Male,,White or Caucasian,5e0e14d3ecb3ea56d7be5995,,Split donation equally among both the charities,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,87,76,94,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e0e14d3ecb3ea56d7be5995
2024-04-04 16:48:29,2024-04-04 16:51:53,IP Address,173.44.79.87,100,204,True,2024-04-04 16:51:54,R_269DDQldSr0ScCJ,,,,,38.2762,-76.6356,anonymous,EN,1,YES,30,Extremely important,18-24 years old,Female,,White or Caucasian,611171b294ac05e4a3ff358b,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,93,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",611171b294ac05e4a3ff358b
2024-04-04 16:48:37,2024-04-04 16:51:58,IP Address,174.175.213.197,100,201,True,2024-04-04 16:51:59,R_5fNvet5Pga3EsTN,,,,,40.3419,-76.5453,anonymous,EN,0.8999999761581421,YES,50,Moderately important,65+ years old,Female,,White or Caucasian,62b341383dad27265a7a75cb,,,50,50,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,60,61,61,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",62b341383dad27265a7a75cb
2024-04-04 16:47:27,2024-04-04 16:52:00,IP Address,107.132.212.118,100,272,True,2024-04-04 16:52:01,R_15hZw6irtIk4kbD,,,,,32.6387,-117.0801,anonymous,EN,0.8999999761581421,YES,25,Very important,45-54 years old,Male,,White or Caucasian,5dd32014b51b3e33ec0d07cc,,Donate all to United to Beat Malaria,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,75,,75,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5dd32014b51b3e33ec0d07cc
2024-04-04 16:45:46,2024-04-04 16:52:04,IP Address,24.107.126.206,100,377,True,2024-04-04 16:52:04,R_6C8A7BdbuBfbMef,,,,,38.6438,-90.5301,anonymous,EN,0.8999999761581421,YES,50,Extremely important,55-64 years old,Female,,White or Caucasian,603202f68083d81c26b50318,,,50,50,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",603202f68083d81c26b50318
2024-04-04 16:46:29,2024-04-04 16:52:12,IP Address,162.236.87.247,100,343,True,2024-04-04 16:52:13,R_5AE9p28pLwnuL9u,,,,,30.4594,-87.2075,anonymous,EN,1,YES,90.00,Extremely important,45-54 years old,Male,,White or Caucasian,61251298ee4b3f786f5e6eaf,,Donate all to United to Beat Malaria,,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,80,,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",61251298ee4b3f786f5e6eaf
2024-04-04 16:44:28,2024-04-04 16:52:14,IP Address,75.57.23.198,100,466,True,2024-04-04 16:52:15,R_3rOsRKg93pj2clx,,,,,33.4443,-86.7536,anonymous,EN,1,YES,95,Slightly important,18-24 years old,Male,,White or Caucasian,65df84bb3a55971b91f2be61,,Split donation equally among both the charities,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,95,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65df84bb3a55971b91f2be61
2024-04-04 16:51:06,2024-04-04 16:52:31,IP Address,47.25.70.19,100,84,True,2024-04-04 16:52:31,R_3iaqj3VfdraSn3r,,,,,39.4886,-119.7366,anonymous,EN,0.8999999761581421,YES,0,Very important,25-34 years old,Male,,Black or African American,63d811906590fb193288cf36,,,,,,,,,,,,,,,,,,,,,63d811906590fb193288cf36
2024-04-04 16:50:44,2024-04-04 16:52:31,IP Address,75.75.158.146,100,107,True,2024-04-04 16:52:32,R_5jUxyBh4YiXUKM2,,,,,41.2376,-75.9477,anonymous,EN,1,YES,15,Very important,35-44 years old,Female,,White or Caucasian,5f117601aeef1d5095578b01,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,81,86,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f117601aeef1d5095578b01
2024-04-04 16:48:52,2024-04-04 16:52:40,IP Address,24.56.2.73,100,228,True,2024-04-04 16:52:41,R_72quqmZKEKTOKUp,,,,,33.5339,-112.1722,anonymous,EN,1,YES,100,Extremely important,55-64 years old,Female,,White or Caucasian,660c38be036bc0302b452796,,Donate all to United to Beat Malaria,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,100,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660c38be036bc0302b452796
2024-04-04 16:48:41,2024-04-04 16:52:41,IP Address,96.248.97.235,100,239,True,2024-04-04 16:52:41,R_5ccjRaolXC5qbOV,,,,,40.3952,-74.766,anonymous,EN,0.8999999761581421,YES,50,Moderately important,45-54 years old,Female,,Asian,65ccf92a0ed0fd86d100561f,,,100,0,Strongly agree,Somewhat agree,Strongly agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,80,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65ccf92a0ed0fd86d100561f
2024-04-04 16:49:48,2024-04-04 16:52:48,IP Address,67.164.117.166,100,180,True,2024-04-04 16:52:49,R_5d76WT23zXx06TI,,,,,37.9895,-121.8023,anonymous,EN,0.699999988079071,YES,10,Moderately important,18-24 years old,Female,,Asian,6605ead02275ff3d41f389e2,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,30,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6605ead02275ff3d41f389e2
2024-04-04 16:51:15,2024-04-04 16:52:56,IP Address,131.179.222.56,100,101,True,2024-04-04 16:52:56,R_2iqD8S09s9lDkJX,,,,,34.0138,-118.4405,anonymous,EN,0.699999988079071,YES,5,Very important,25-34 years old,Prefer not to say,,Asian,60946de1a598e8ca41a3096d,,,50,50,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,66,82,72,$100 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",60946de1a598e8ca41a3096d
2024-04-04 16:50:45,2024-04-04 16:52:57,IP Address,170.64.69.232,100,131,True,2024-04-04 16:52:58,R_8NIZwVjS3FLJKUh,,,,,40.8219,-96.6244,anonymous,EN,0.800000011920929,YES,50,Very important,25-34 years old,Female,,White or Caucasian,640145407461b053d9e939a2,Donate all to Against Malaria Foundation,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",640145407461b053d9e939a2
2024-04-04 16:50:34,2024-04-04 16:53:00,IP Address,75.142.223.139,100,146,True,2024-04-04 16:53:01,R_1Nh6OMZQEutZ5Kx,,,,,33.9249,-117.4592,anonymous,EN,0.8999999761581421,YES,50,Moderately important,18-24 years old,Male,,Asian,62c5d8055fd5eb4d06147672,,,50,50,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,60,70,70,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",62c5d8055fd5eb4d06147672
2024-04-04 16:51:05,2024-04-04 16:53:28,IP Address,76.30.206.75,100,143,True,2024-04-04 16:53:29,R_5ELOQLCEunCrPal,,,,,29.5422,-95.3212,anonymous,EN,1,YES,30,Slightly important,25-34 years old,Male,,White or Caucasian,5f165eddcff9011bb582c376,,,100,0,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,40,50,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f165eddcff9011bb582c376
2024-04-04 16:50:36,2024-04-04 16:53:32,IP Address,71.80.168.46,100,176,True,2024-04-04 16:53:33,R_8JVmrY3KJeFKBX3,,,,,34.1059,-117.5859,anonymous,EN,1,YES,30,Moderately important,25-34 years old,Male,,Asian,5fc4a8a649c0c8912b02979c,,Split donation equally among both the charities,,,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,72,50,50,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5fc4a8a649c0c8912b02979c
2024-04-04 16:45:45,2024-04-04 16:53:34,IP Address,73.151.240.184,100,469,True,2024-04-04 16:53:35,R_7D8mEsIhhbhvTWl,,,,,38.6283,-121.3307,anonymous,EN,1,YES,50,Extremely important,Under 18,Male,,White or Caucasian,65e4f05d6bafd4df9f6a717e,,Donate all to United to Beat Malaria,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,70,,60,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65e4f05d6bafd4df9f6a717e
2024-04-04 16:51:31,2024-04-04 16:53:58,IP Address,24.48.175.189,100,146,True,2024-04-04 16:53:58,R_24Pa8A4Ww8K4wCd,,,,,32.5612,-92.0365,anonymous,EN,1,YES,20,Very important,25-34 years old,Female,,White or Caucasian,5d53bffa147a7d00015aae5a,,,50,50,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,72,79,79,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5d53bffa147a7d00015aae5a
2024-04-04 16:52:25,2024-04-04 16:54:01,IP Address,71.206.192.29,100,96,True,2024-04-04 16:54:02,R_2EyE90cVmYdolqA,,,,,40.1502,-79.8792,anonymous,EN,1,YES,0,Very important,25-34 years old,Non-binary / third gender,,White or Caucasian,609f58e8af0f5f3acedd9806,,,,,,,,,,,,,,,,,,,,,609f58e8af0f5f3acedd9806
2024-04-04 16:49:45,2024-04-04 16:54:06,IP Address,98.171.56.166,100,261,True,2024-04-04 16:54:07,R_5s7mSdexH5Vhy5f,,,,,31.9455,-110.9973,anonymous,EN,0.800000011920929,YES,80,Very important,35-44 years old,Male,,White or Caucasian,6543acba974c03b240e4aa6a,Donate all to Against Malaria Foundation,,,,Strongly agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6543acba974c03b240e4aa6a
2024-04-04 16:52:53,2024-04-04 16:54:18,IP Address,104.53.166.216,100,84,True,2024-04-04 16:54:18,R_1qk5D29id9yzBcb,,,,,38.6142,-90.291,anonymous,EN,0.8999999761581421,YES,0,Moderately important,45-54 years old,Female,,White or Caucasian,5622e4dced6e5a0005c80078,,,,,,,,,,,,,,,,,,,,,5622e4dced6e5a0005c80078
2024-04-04 16:51:52,2024-04-04 16:54:24,IP Address,174.70.169.3,100,151,True,2024-04-04 16:54:24,R_3dgCaHvuc174Gns,,,,,39.1281,-95.64,anonymous,EN,0.8999999761581421,YES,10,Very important,45-54 years old,Male,,White or Caucasian,5f6a3e3dbd67e60c184e9bb5,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,81,83,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f6a3e3dbd67e60c184e9bb5
2024-04-04 16:51:21,2024-04-04 16:54:25,IP Address,128.187.112.18,100,183,True,2024-04-04 16:54:26,R_3H6uo3zNyQrGH16,,,,,40.3507,-111.7349,anonymous,EN,1,YES,20,Moderately important,25-34 years old,Male,,Other,634865f77fe29563ec6f621c,,Split donation equally among both the charities,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,90,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",634865f77fe29563ec6f621c
2024-04-04 16:46:40,2024-04-04 16:54:26,IP Address,72.130.133.213,100,465,True,2024-04-04 16:54:26,R_30HoWkCtRl4dfj2,,,,,21.4001,-158.016,anonymous,EN,1,YES,75,Moderately important,18-24 years old,Female,,Asian,65cbfc750044ce0af0d4b468,,,80,20,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,65,75,55,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cbfc750044ce0af0d4b468
2024-04-04 16:52:41,2024-04-04 16:54:30,IP Address,50.90.172.62,100,108,True,2024-04-04 16:54:30,R_3nfKaPqq01GFtMR,,,,,39.772,-86.157,anonymous,EN,1,YES,20,Moderately important,25-34 years old,Male,,White or Caucasian,5e8928573fca4e5c4e02d9f5,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,59,60,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e8928573fca4e5c4e02d9f5
2024-04-04 16:51:01,2024-04-04 16:54:35,IP Address,74.137.141.66,100,213,True,2024-04-04 16:54:36,R_2GZhg58TfJJsWe5,,,,,39.9216,-82.8664,anonymous,EN,1,YES,80,Very important,35-44 years old,Female,,White or Caucasian,65374e5ad78177a9fe89f1a7,,,100,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65374e5ad78177a9fe89f1a7
2024-04-04 16:51:02,2024-04-04 16:54:41,IP Address,71.236.219.128,100,218,True,2024-04-04 16:54:41,R_1CNTP9pJK7N7AeC,,,,,45.5645,-122.6447,anonymous,EN,0.8999999761581421,YES,75,Very important,25-34 years old,Male,,White or Caucasian,5f72d5f735ca18212826ddd3,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,80,,94,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f72d5f735ca18212826ddd3
2024-04-04 16:51:14,2024-04-04 16:54:42,IP Address,98.208.5.116,100,207,True,2024-04-04 16:54:42,R_2bUrIR24jzJeBhf,,,,,38.4799,-121.4451,anonymous,EN,1,YES,100,Very important,65+ years old,Male,,White or Caucasian,5c01dc58067bbf00019bb318,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,85,85,85,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5c01dc58067bbf00019bb318
2024-04-04 16:51:34,2024-04-04 16:55:10,IP Address,174.64.113.108,100,215,True,2024-04-04 16:55:10,R_52FX7XxKW3nBwYd,,,,,29.6959,-82.4042,anonymous,EN,1,YES,100,Moderately important,35-44 years old,Female,,White or Caucasian,6563eccd175724ea7f187645,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,90,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6563eccd175724ea7f187645
2024-04-04 16:43:27,2024-04-04 16:55:16,IP Address,73.1.68.50,100,708,True,2024-04-04 16:55:16,R_2jJV9yUsdsnoQgQ,,,,,26.4556,-80.0643,anonymous,EN,1,YES,50,Very important,25-34 years old,Male,,Black or African American,583862506be00b0001cf8506,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,85,87,89,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",583862506be00b0001cf8506
2024-04-04 16:51:59,2024-04-04 16:55:21,IP Address,172.56.13.216,100,201,True,2024-04-04 16:55:21,R_11aUObh6GVvKlwL,,,,,44.9548,-93.1551,anonymous,EN,1,YES,1,Slightly important,45-54 years old,Male,,White or Caucasian,63316daa57747115376760da,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,45,20,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63316daa57747115376760da
2024-04-04 16:54:32,2024-04-04 16:55:36,IP Address,24.23.143.203,100,63,True,2024-04-04 16:55:36,R_2eLjxmymaUIOKbx,,,,,37.4371,-121.8954,anonymous,EN,0.8999999761581421,YES,0,Not at all important,25-34 years old,Male,,Asian,5c024be169406e00014e0b8e,,,,,,,,,,,,,,,,,,,,,5c024be169406e00014e0b8e
2024-04-04 16:52:04,2024-04-04 16:55:40,IP Address,73.63.132.190,100,215,True,2024-04-04 16:55:40,R_5iIY3Tel8VEO7W9,,,,,37.7688,-122.262,anonymous,EN,0.8999999761581421,YES,20,Very important,35-44 years old,Female,,Asian,65615a2b723ed05c242d6331,,,50,50,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,61,61,62,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65615a2b723ed05c242d6331
2024-04-04 16:51:10,2024-04-04 16:55:48,IP Address,174.177.2.189,100,278,True,2024-04-04 16:55:49,R_70ZZVcgrMga29la,,,,,36.0084,-83.9705,anonymous,EN,1,YES,20,Extremely important,55-64 years old,Female,,White or Caucasian,5f1f376f67f0051036338137,Donate all to United to Beat Malaria,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,100,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f1f376f67f0051036338137
2024-04-04 16:52:40,2024-04-04 16:55:50,IP Address,172.90.108.133,100,190,True,2024-04-04 16:55:51,R_1q3Dn2pHaR8NufA,,,,,33.7854,-117.7948,anonymous,EN,0.8999999761581421,YES,5,Moderately important,35-44 years old,Male,,"White or Caucasian,Black or African American",60cbfa0478bcd18dc14647d3,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,70,,52,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60cbfa0478bcd18dc14647d3
2024-04-04 16:55:23,2024-04-04 16:55:53,IP Address,68.205.160.52,100,29,True,2024-04-04 16:55:53,R_3U4xqDhNuL7dIaZ,,,,,29.139,-80.9806,anonymous,EN,1,YES,0,Extremely important,35-44 years old,Male,,White or Caucasian,55fc2b4377f33b000ecb21ed,,,,,,,,,,,,,,,,,,,,,55fc2b4377f33b000ecb21ed
2024-04-04 16:52:19,2024-04-04 16:56:00,IP Address,69.57.124.235,100,221,True,2024-04-04 16:56:01,R_5iiNukW04H1wvOV,,,,,33.2685,-93.2407,anonymous,EN,1,YES,10,Extremely important,25-34 years old,Male,,Black or African American,637e31794e63dcbc52047f13,,Split donation equally among both the charities,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",637e31794e63dcbc52047f13
2024-04-04 16:53:04,2024-04-04 16:56:01,IP Address,72.222.151.229,100,176,True,2024-04-04 16:56:01,R_13KC47HH0bQGpkR,,,,,33.4053,-111.7227,anonymous,EN,1,YES,5,Slightly important,35-44 years old,Female,,Asian,6111d3aa2e12fb09c474a445,,,90,10,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,29,22,17,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6111d3aa2e12fb09c474a445
2024-04-04 16:53:13,2024-04-04 16:56:01,IP Address,67.171.144.17,100,168,True,2024-04-04 16:56:01,R_51AQTqfZi7drH0J,,,,,45.4508,-122.7941,anonymous,EN,1,YES,10,Slightly important,25-34 years old,Female,,Asian,59107216127b0b00011fabea,,,50,50,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,66,65,66,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",59107216127b0b00011fabea
2024-04-04 16:53:09,2024-04-04 16:56:17,IP Address,173.94.88.112,100,188,True,2024-04-04 16:56:18,R_4lsBHvdT7HdT4Tb,,,,,36.5002,-80.6163,anonymous,EN,0.8999999761581421,YES,0,Not at all important,35-44 years old,Female,,Black or African American,565bff58c121fe0005fc390d,,,,,,,,,,,,,,,,,,,,,565bff58c121fe0005fc390d
2024-04-04 16:53:42,2024-04-04 16:56:20,IP Address,67.173.4.174,100,158,True,2024-04-04 16:56:21,R_1C2pYUwYMwZ3RHJ,,,,,41.9905,-87.6679,anonymous,EN,0.8999999761581421,YES,50,Extremely important,55-64 years old,Female,,Black or African American,6430f2ee020ce957660ad3ba,,Split donation equally among both the charities,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,95,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6430f2ee020ce957660ad3ba
2024-04-04 16:51:13,2024-04-04 16:56:21,IP Address,74.70.78.175,100,307,True,2024-04-04 16:56:21,R_1q5aTCziw69hV9D,,,,,42.7273,-73.6696,anonymous,EN,1,YES,75,Moderately important,55-64 years old,Female,,White or Caucasian,656a3251c324bf535898805b,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,90,,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",656a3251c324bf535898805b
2024-04-04 16:51:15,2024-04-04 16:56:23,IP Address,76.205.202.146,100,308,True,2024-04-04 16:56:23,R_2JLb25YAwUsBksE,,,,,34.0297,-84.1469,anonymous,EN,1,YES,10,Moderately important,55-64 years old,Male,,White or Caucasian,63134a12bbe68fd1320b6a7c,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,65,65,,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",63134a12bbe68fd1320b6a7c
2024-04-04 16:53:17,2024-04-04 16:56:29,IP Address,65.34.161.164,100,191,True,2024-04-04 16:56:29,R_3qb4730TpbHfNO9,,,,,26.6113,-80.1743,anonymous,EN,0.8999999761581421,YES,50,Moderately important,65+ years old,Female,,White or Caucasian,610c940475aedaf9c70a190e,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,60,60,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",610c940475aedaf9c70a190e
2024-04-04 16:49:52,2024-04-04 16:56:35,IP Address,73.0.73.161,100,402,True,2024-04-04 16:56:35,R_5PMIu2YZiIyqgAW,,,,,26.4525,-80.1562,anonymous,EN,1,YES,20,Moderately important,25-34 years old,Male,,White or Caucasian,56a3e69d582971000b7b0f4a,,Split donation equally among both the charities,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,70,70,70,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",56a3e69d582971000b7b0f4a
2024-04-04 16:31:26,2024-04-04 16:56:42,IP Address,76.21.117.114,100,1515,True,2024-04-04 16:56:42,R_7NEFQ7oJUXhEmpH,,,,,37.4025,-121.866,anonymous,EN,1,YES,50,Very important,18-24 years old,Male,,Black or African American,631bf96cdf83ffb8f4a7fab8,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,84,86,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",631bf96cdf83ffb8f4a7fab8
